0;4.84777e+010;
0.0628319;4.84937e+010;
0.125664;4.85417e+010;
0.188496;4.86217e+010;
0.251327;4.87338e+010;
0.314159;4.88778e+010;
0.376991;4.90539e+010;
0.439823;4.92619e+010;
0.502655;4.95019e+010;
0.565487;4.97738e+010;
0.628319;5.00775e+010;
0.69115;5.04129e+010;
0.753982;5.07799e+010;
0.816814;5.11782e+010;
0.879646;5.16077e+010;
0.942478;5.20679e+010;
1.00531;5.25586e+010;
1.06814;5.30791e+010;
1.13097;5.36289e+010;
1.19381;5.42073e+010;
1.25664;5.48133e+010;
1.31947;5.54459e+010;
1.3823;5.6104e+010;
1.44513;5.67861e+010;
1.50796;5.74907e+010;
1.5708;5.82158e+010;
1.63363;5.89595e+010;
1.69646;5.97194e+010;
1.75929;6.04928e+010;
1.82212;6.1277e+010;
1.88496;6.20688e+010;
1.94779;6.28646e+010;
2.01062;6.36607e+010;
2.07345;6.44532e+010;
2.13628;6.52378e+010;
2.19912;6.60099e+010;
2.26195;6.67647e+010;
2.32478;6.74975e+010;
2.38761;6.82031e+010;
2.45044;6.88765e+010;
2.51327;6.95127e+010;
2.57611;7.01064e+010;
2.63894;7.0653e+010;
2.70177;7.11477e+010;
2.7646;7.15862e+010;
2.82743;7.19644e+010;
2.89027;7.2279e+010;
2.9531;7.25269e+010;
3.01593;7.27057e+010;
3.07876;7.28137e+010;
3.14159;7.28498e+010;
3.20442;7.28137e+010;
3.26726;7.27057e+010;
3.33009;7.25269e+010;
3.39292;7.2279e+010;
3.45575;7.19644e+010;
3.51858;7.15862e+010;
3.58142;7.11477e+010;
3.64425;7.0653e+010;
3.70708;7.01064e+010;
3.76991;6.95126e+010;
3.83274;6.88765e+010;
3.89558;6.82031e+010;
3.95841;6.74975e+010;
4.02124;6.67647e+010;
4.08407;6.60098e+010;
4.1469;6.52378e+010;
4.20973;6.44532e+010;
4.27257;6.36607e+010;
4.3354;6.28645e+010;
4.39823;6.20687e+010;
4.46106;6.1277e+010;
4.52389;6.04928e+010;
4.58673;5.97193e+010;
4.64956;5.89595e+010;
4.71239;5.82158e+010;
4.77522;5.74906e+010;
4.83805;5.67861e+010;
4.90088;5.6104e+010;
4.96372;5.54459e+010;
5.02655;5.48133e+010;
5.08938;5.42072e+010;
5.15221;5.36289e+010;
5.21504;5.30791e+010;
5.27788;5.25586e+010;
5.34071;5.20679e+010;
5.40354;5.16077e+010;
5.46637;5.11782e+010;
5.5292;5.07799e+010;
5.59204;5.04129e+010;
5.65487;5.00775e+010;
5.7177;4.97738e+010;
5.78053;4.95019e+010;
5.84336;4.92619e+010;
5.90619;4.90539e+010;
5.96903;4.88778e+010;
6.03186;4.87338e+010;
6.09469;4.86217e+010;
6.15752;4.85417e+010;
6.22035;4.84937e+010;
6.28319;4.84776e+010;
